USER,TS ,X,Y
9994,11:39:22,51,17
9991,10:49:16,81,83
9993,10:42:25,53,60
9990,11:51:13,81,70
9991,10:43:31,44,16
9993,11:54:46,18,47
9989,11:56:31,18,30
9993,10:59:27,8,32
9989,11:36:59,53,59
9998,11:33:29,73,86
9993,11:48:30,89,4
9990,11:52:49,25,70
9994,11:49:14,77,48
9992,11:36:36,58,4
9999,11:51:12,74,78
9991,11:35:22,34,11
9992,11:52:33,59,43
9992,10:57:43,4,43
9991,10:45:12,14,65
9995,10:47:39,42,89
9994,11:39:38,6,96
9996,11:30:45,5,24
9989,10:41:52,69,75
9999,11:42:57,2,28
9996,10:45:10,42,83
9995,10:42:13,67,75
9998,10:31:39,79,68
9996,10:33:43,51,83
9997,10:41:19,7,24
9994,10:47:55,30,73
9997,11:48:51,19,61
9993,10:49:23,25,88
9991,11:47:52,25,42
9995,10:38:54,38,73
9999,11:41:35,20,52
9997,10:56:19,71,53
9994,11:40:22,77,89
9998,11:33:40,65,62
9996,10:35:55,38,83
9995,10:40:11,35,93
9996,11:59:33,74,21
9992,11:41:26,88,18
9990,11:58:50,29,8
9992,10:44:37,1,56
9995,11:36:31,5,94
9993,10:41:43,73,15
9997,11:39:47,62,15
9996,11:45:18,77,11
9996,10:49:14,15,23
9992,11:41:19,79,0
9994,10:40:33,28,97
9990,11:45:56,25,9
9991,11:38:30,22,96
9992,10:56:59,4,31
9995,11:35:36,29,0
9994,10:36:37,7,56
9992,11:46:56,68,52
9992,11:42:39,95,66
9989,11:47:30,31,90
9989,11:37:39,60,26
9996,10:48:55,83,97
9992,11:34:38,54,57
9991,11:49:19,29,22
9992,10:43:43,9,54
9994,11:43:34,49,94
9994,11:56:22,53,14
9998,10:50:36,50,54
9994,11:56:54,83,12
9994,10:45:54,19,34
9994,10:51:17,65,10
9994,10:55:12,25,21
9996,10:49:43,90,29
9993,11:53:27,63,95
9996,11:43:45,17,77
9995,10:31:23,97,27
9989,10:33:25,48,73
9999,10:42:36,61,1
9995,11:53:37,15,54
9997,11:49:36,41,9
9990,10:47:18,3,49
9989,10:41:56,73,21
9997,11:37:36,36,10
9998,10:57:18,37,63
9989,10:51:18,45,15
9996,10:57:14,60,79
9994,10:45:43,97,15
9990,10:53:44,19,25
9996,10:46:18,83,61
9994,10:33:45,5,75
9992,10:41:10,78,54
9989,10:39:52,94,28
9993,11:44:32,6,22
9994,10:52:47,74,51
9996,11:58:58,91,94
9991,11:40:58,100,11
9990,10:57:12,22,69
9998,11:36:53,68,55
9999,10:56:55,46,85
9997,10:34:25,91,1
9989,11:51:58,6,10
9998,10:53:31,16,24
9996,10:40:27,82,35
9995,11:43:40,93,88
9993,11:42:57,51,11
9996,11:48:18,37,32
9993,10:30:37,65,93
9996,10:35:23,73,16
9989,11:34:36,14,94
9991,10:32:44,63,83
9996,10:31:39,7,51
9989,11:48:34,18,37
9989,10:50:22,54,67
9992,10:33:23,78,63
9997,10:42:30,88,59
9990,11:39:32,13,16
9991,10:42:28,88,75
9993,11:33:48,29,59
9991,11:45:41,82,100
9998,10:56:25,60,27
9997,11:55:24,88,85
9997,10:46:38,24,8
9995,10:47:57,91,19
9991,11:57:37,26,87
9990,10:30:31,28,26
9996,11:34:20,44,2
9996,11:59:18,25,54
9992,10:54:56,53,65
9995,11:36:13,87,45
9990,10:47:58,71,17
9993,11:51:25,72,88
9990,11:32:16,83,92
9991,11:41:11,76,44
9991,10:53:16,97,91
9992,11:34:51,84,91
9996,11:58:53,39,33
9989,10:39:10,86,97
9993,11:59:22,91,87
9990,11:45:14,8,28
9991,11:52:16,68,56
9993,11:44:41,59,27
9991,10:47:29,0,62
9997,11:38:29,20,71
9990,10:37:31,68,76
9991,10:58:31,38,64
9998,10:34:30,99,61
9994,10:56:49,71,12
9994,11:56:52,74,84
9990,11:41:25,59,100
9989,11:51:58,58,98
9997,11:55:28,72,96
9992,10:57:53,96,2
9989,11:55:59,60,29
9996,11:57:47,55,63
9995,10:31:12,25,12
9995,11:47:47,16,31
9990,10:53:26,99,1
9995,11:57:47,13,71
9998,11:33:30,46,71
9997,11:54:34,61,32
9997,10:51:17,67,61
9993,11:57:24,91,41
9998,11:34:25,18,10
9999,11:42:27,70,5
9994,11:31:37,76,14
9995,10:45:41,23,59
9997,10:58:11,60,51
9989,11:32:34,18,89
9995,11:49:55,66,87
9998,10:45:21,55,100
9994,10:38:53,81,78
9992,10:54:53,45,18
9998,11:34:26,54,86
9996,11:36:52,97,53
9999,10:31:37,12,80
9996,11:49:40,56,29
9998,10:41:25,86,31
9998,11:49:14,41,100
9996,10:59:11,9,13
9995,10:51:10,62,57
9998,11:37:19,98,8
9996,11:47:52,43,26
9994,11:54:53,12,14
9998,10:31:38,49,100
9999,10:34:45,6,99
9995,10:31:14,73,32
9997,11:56:13,84,24
9997,11:35:27,100,17
9995,11:31:43,61,48
9994,10:58:16,70,43
9990,11:54:36,86,57
9993,11:38:43,59,41
9992,11:43:23,32,79
9989,11:43:53,62,32
9994,10:54:20,17,44
9996,11:37:10,75,29
9990,10:55:21,42,73
9990,11:41:54,52,20
9996,11:40:14,49,99
9991,11:32:56,11,44
9990,11:39:42,69,58
9992,10:58:59,86,97
9991,10:54:46,6,15
9994,10:50:12,29,43
9999,10:46:40,18,71
9993,11:43:51,36,28
9991,10:56:57,22,12
9994,10:37:12,11,77
9995,10:58:36,25,12
9989,10:37:31,78,20
9994,10:31:57,28,1
9993,10:44:23,46,65
9993,11:47:27,92,91
9996,10:54:32,98,28
9999,10:53:45,98,52
9994,11:47:16,33,11
9989,11:59:30,72,10
9997,11:30:31,59,79
9995,11:56:53,12,22
9999,11:33:49,34,80
9990,10:40:53,15,46
9991,10:37:34,41,18
9995,10:59:11,87,39
9999,10:44:52,62,24
9991,10:46:28,81,77
9990,10:42:43,29,85
9999,11:55:38,49,15
9990,10:48:22,18,87
9993,10:32:10,62,68
9995,10:47:12,79,3
9998,11:51:39,91,12
9998,10:30:30,41,45
9997,10:46:33,11,64
9997,11:32:35,7,3
9995,11:56:45,100,64
9994,10:57:41,9,90
9991,11:55:39,25,97
9989,11:40:58,67,69
9993,11:35:29,27,38
9999,10:52:42,92,50
9990,11:34:37,0,30
9996,11:30:21,3,13
9998,10:35:38,22,43
9993,10:35:40,5,46
9992,11:45:59,56,97
9994,10:44:31,83,54
9994,10:56:29,0,99
9989,11:41:39,82,70
9995,11:39:29,75,71
9999,10:40:15,78,17
9989,10:58:26,73,31
9996,10:33:20,83,100
9989,10:41:15,17,34
9993,10:57:22,94,68
9993,10:43:49,45,90
9993,11:58:11,50,15
9990,10:40:33,20,89
9999,10:39:14,8,77
9999,10:58:15,59,18
9992,10:55:41,29,99
9995,11:59:49,45,53
9993,11:51:46,70,1
9990,10:46:40,83,38
9997,10:31:22,34,81
9991,10:47:16,64,4
9989,10:55:48,56,59
9993,11:37:37,15,82
9996,10:32:20,63,11
9996,11:39:50,100,76
9992,10:44:34,0,58
9989,11:55:56,62,45
9996,11:34:13,57,70
9991,11:53:26,50,48
9997,10:42:35,97,35
9997,10:55:41,66,77
9990,11:45:26,89,30
9997,10:39:17,63,15
9992,10:47:25,4,53
9991,11:57:10,71,84
9990,10:44:33,39,32
9989,11:35:39,83,12
9993,10:50:19,96,86
9990,11:50:40,53,37
9994,11:35:46,74,40
9990,10:56:59,75,66
9991,10:54:37,2,83
9991,10:57:54,67,33
9991,11:35:23,68,90
9994,10:42:21,78,0
9994,11:34:48,28,27
9989,11:30:35,74,48
9992,10:33:29,25,5
9989,10:35:40,70,37
9991,11:36:53,45,84
9991,10:31:34,36,59
9995,10:44:12,20,18
9994,10:30:45,94,89
9990,11:50:20,40,36
9992,11:45:19,48,20
9990,10:38:38,18,1
9996,11:39:49,12,93
9998,11:36:25,29,96
9996,11:49:14,81,12
9998,10:49:11,32,91
9990,10:39:29,70,54
9994,11:34:54,18,40
9993,11:44:47,58,31
9997,11:57:58,99,79
9997,11:49:44,38,16
9995,11:49:17,79,74
9999,11:31:53,94,34
9993,11:49:48,47,58
9990,10:52:22,3,91
9991,10:49:18,19,29
9998,11:42:58,38,77
9996,11:46:47,59,88
9996,10:50:30,45,55
9996,10:35:25,1,72
9993,10:40:18,27,86
9998,11:46:59,25,36
9991,10:52:42,70,44
9995,11:58:19,96,87
9990,11:52:46,99,25
9999,10:32:29,10,14
9994,11:31:31,13,81
9990,10:43:23,75,78
9993,10:30:39,90,97
9993,10:39:46,43,45
9995,10:32:47,80,24
9990,11:43:33,68,97
9992,11:39:36,26,4
9994,10:30:29,26,100
9997,11:33:54,88,49
9994,11:49:46,69,75
9991,11:50:18,95,61
9992,11:56:10,88,67
9991,10:58:30,5,5
9996,10:48:32,95,84
9991,11:45:29,100,9
9995,10:49:15,90,12
9999,11:39:16,36,14
9997,10:54:43,9,23
9995,10:46:11,54,34
9999,11:59:30,65,47
9994,10:44:30,57,15
9998,11:44:10,2,15
9997,11:32:42,52,32
9994,10:36:58,72,60
9995,11:36:35,64,62
9989,10:30:17,78,81
9998,11:44:32,18,77
9989,10:58:10,16,69
9995,11:36:14,15,80
9992,10:47:25,17,93
9995,10:34:29,76,32
9995,11:44:53,53,1
9997,10:59:14,28,37
9991,10:58:28,22,0
9995,10:50:16,86,75
9999,10:51:30,8,77
9995,11:42:53,88,62
9997,11:54:17,21,76
9994,11:44:23,32,45
9997,10:51:10,54,92
9998,11:37:57,50,10
9993,10:35:54,77,68
9989,11:57:43,78,35
9993,11:48:59,45,84
9995,10:44:56,11,88
9999,10:41:57,52,17
9989,11:36:48,2,73
9990,10:55:28,61,74
9989,10:37:14,31,9
9993,10:43:19,90,48
9997,11:35:18,81,43
9993,10:39:54,21,36
9993,11:58:33,58,8
9999,11:47:38,24,82
9994,10:40:20,53,80
9990,10:56:15,63,28
9997,11:40:36,57,48
9999,10:47:29,97,24
9994,10:45:34,47,63
9989,10:57:17,42,100
9999,11:38:54,1,44
9993,11:30:25,23,79
9989,10:40:10,97,60
9996,11:58:56,37,100
9998,11:39:55,88,87
9991,10:47:35,54,19
9989,11:39:19,9,27
9999,10:39:42,66,14
9989,10:58:13,44,23
9990,10:50:37,12,35
9997,10:44:25,23,18
9992,11:40:35,47,81
9990,11:54:58,17,31
9999,11:48:41,66,58
9994,10:47:14,94,19
9997,10:46:53,89,15
9999,11:48:30,38,71
9999,10:36:25,54,33
9993,11:41:11,95,97
9996,11:41:14,73,9
9998,10:48:41,48,70
9996,10:59:11,66,63
9994,11:41:41,59,5
9996,11:43:27,23,84
9989,11:51:28,81,57
9999,10:39:26,100,71
9989,10:39:41,73,97
9997,10:36:21,23,87
9994,11:54:28,12,91
9989,10:53:18,27,92
9992,11:50:55,88,56
9997,10:46:43,80,89
9990,11:46:52,5,87
9994,11:48:42,0,40
9998,10:37:21,71,21
9997,11:46:52,85,97
9995,11:41:10,97,57
9990,10:35:24,83,80
9998,10:48:45,47,19
9994,10:49:55,37,41
9991,10:33:38,4,62
9992,11:54:52,67,3
9992,10:35:53,18,26
9995,10:39:17,89,61
9994,11:48:16,68,43
9990,11:33:30,9,27
9998,11:40:33,52,38
9990,11:47:13,52,61
9997,11:41:45,2,57
9996,11:43:12,7,75
9999,11:58:24,0,94
9997,10:53:49,71,38
9989,10:45:47,3,23
9989,11:38:51,100,10
9993,11:35:25,78,18
9992,10:57:45,28,83
9998,10:39:41,92,44
9996,11:57:16,14,53
9997,10:41:50,23,36
9989,10:49:19,36,55
9992,10:30:28,31,23
9995,10:41:24,88,67
9999,11:55:12,13,36
9991,10:59:51,97,70
9995,11:51:11,49,21
9994,10:40:28,81,11
9993,10:38:26,56,82
9989,11:49:38,62,12
9995,10:40:34,61,18
9994,10:42:50,20,56
9997,10:46:43,37,46
9997,10:35:33,6,58
9999,10:35:50,77,85
9991,10:59:18,86,99
9998,10:31:13,56,42
9990,11:37:54,76,60
9991,10:39:50,88,77
9997,10:47:15,51,60
9994,11:38:30,93,96
9999,10:37:35,24,47
9995,10:46:14,38,75
9994,10:59:24,6,42
9990,11:45:43,27,34
9993,10:57:16,29,45
9990,10:43:12,65,36
9994,11:32:31,84,57
9995,10:47:52,81,79
9995,11:58:14,70,31
9998,10:49:36,48,30
9997,11:38:51,56,7
9994,11:30:34,19,12
9989,10:43:52,51,65
9992,10:58:46,4,27
9991,11:34:50,44,20
9991,11:42:22,38,73
9994,10:36:25,51,15
9995,11:54:30,36,66
9997,10:50:30,84,58
9997,10:30:27,26,20
9997,10:59:25,93,56
9994,11:58:36,6,17
9996,11:58:57,32,49
9994,11:32:37,10,67
9994,10:31:16,52,51
9999,10:51:38,3,35
9989,10:50:40,83,37
9994,11:38:35,39,6
9993,11:40:19,21,91
9991,11:40:42,13,27
9992,10:42:46,61,85
9996,11:36:44,20,79
9994,11:45:27,99,19
9997,10:38:21,13,88
9994,10:42:14,35,100
9999,10:42:26,97,69
9989,10:36:54,18,49
9995,10:51:37,58,54
9997,10:44:30,80,44
9991,10:45:15,79,90
9992,11:43:17,3,23
9991,11:41:28,54,6
9997,10:31:10,21,77
9996,11:36:27,63,17
9995,10:49:56,62,17
9995,11:30:56,88,50
9989,10:30:21,71,80
9992,10:45:21,53,19
9995,10:33:34,74,89
9998,10:52:51,79,64
9998,11:58:37,55,86
9992,10:40:49,8,23
9990,11:59:42,15,13
9997,10:59:21,82,22
9993,10:50:35,85,49
9997,11:51:51,99,83
9993,10:35:45,59,42
9996,11:46:43,29,6
9998,11:44:21,53,54
9998,10:35:29,28,83
9999,10:34:15,98,82
9992,11:31:26,40,3
9997,11:38:39,8,82
9991,11:52:33,79,72
9997,11:42:15,12,95
9998,11:35:40,83,36
9994,10:45:15,82,32
9997,11:30:32,97,20
9990,10:30:52,53,95
9994,10:44:15,96,88
9993,10:33:16,70,61
9990,11:31:40,16,52
9990,11:33:26,37,89
9990,10:38:12,69,23
9996,10:49:59,86,27
9999,11:37:33,40,33
9993,10:58:10,0,81
9999,10:40:30,60,71
9992,11:47:54,45,36
9990,11:53:52,39,90
9996,10:32:17,37,29
9989,10:38:14,31,31
9995,10:50:30,16,13
9999,11:52:12,71,42
9994,11:42:16,73,8
9997,10:32:42,30,70
9997,11:41:23,37,57
9989,10:31:16,70,65
9998,11:47:34,30,24
9989,10:43:57,97,57
9992,11:32:31,84,55
9998,10:45:45,58,36
9992,10:43:41,11,67
9998,11:57:24,98,28
9997,11:33:15,94,10
9996,10:52:37,88,36
9996,11:44:11,62,93
9999,11:57:11,46,24
9998,11:31:41,25,77
9997,10:57:35,97,71
9999,11:52:53,32,10
9999,11:32:42,57,2
9999,11:45:58,42,74
9997,10:54:33,31,41
9997,11:54:53,53,31
9990,10:45:32,85,84
9990,11:46:20,20,67
9999,11:58:14,42,56
9998,11:33:43,49,69
9995,10:40:55,44,48
9995,10:41:25,18,13
9999,10:32:30,97,77
9999,10:48:57,87,98
9997,10:51:27,91,95
9995,10:30:44,3,16
9998,10:36:20,38,8
9996,11:50:20,25,59
9992,10:38:47,30,78
9996,10:54:56,20,46
9991,10:38:35,86,77
9994,11:34:51,11,22
9990,10:50:12,44,37
9999,11:53:47,42,53
9995,10:30:22,27,80
9998,11:34:44,47,87
9998,10:36:21,39,78
9989,10:55:31,75,50
9991,10:50:20,30,63
9990,10:42:24,95,67
9990,11:33:22,4,51
9989,10:58:57,31,52
9994,10:55:33,91,44
9999,11:35:21,2,25
9992,10:30:16,78,56
9989,10:41:46,28,23
9998,10:44:10,15,39
9989,10:44:47,52,20
9990,11:33:22,73,47
9992,11:50:17,92,27
9993,11:59:37,78,89
9995,10:30:40,23,99
9994,10:34:59,79,57
9996,10:45:52,0,37
9992,10:54:29,39,66
9989,10:39:57,79,41
9991,11:45:50,11,97
9997,10:49:11,93,65
9991,10:34:47,54,93
9997,10:40:18,1,11
9998,11:43:43,21,3
9991,10:35:43,83,83
9998,11:37:17,85,66
9998,10:51:59,67,63
9994,10:35:52,37,93
9996,10:48:12,46,54
9996,10:56:17,15,28
9989,11:35:42,95,96
9995,10:36:32,53,6
9991,10:40:28,43,30
9992,10:47:24,46,96
9992,10:48:13,94,29
9999,10:45:28,40,22
9994,11:31:36,96,97
9996,11:54:38,43,48
9989,11:49:22,30,66
9996,11:48:31,80,76
9994,10:57:38,58,93
9994,10:43:40,38,83
9989,10:50:25,95,57
9992,11:50:51,21,72
9998,11:49:17,85,1
9990,11:36:43,52,68
9994,10:43:55,44,24
9990,10:52:59,19,57
9997,11:45:54,55,48
9994,10:45:39,47,23
9990,10:54:24,33,35
9992,10:49:13,8,73
9992,10:43:16,88,44
9996,11:48:16,68,99
9996,11:35:18,56,50
9989,10:59:30,16,98
9992,11:39:47,90,96
9990,10:37:39,89,15
9997,11:52:34,53,28
9996,10:31:11,76,34
9996,11:40:56,22,94
9994,11:36:55,18,62
9991,10:59:35,25,27
9998,10:46:23,79,4
9998,11:46:13,83,14
9997,10:43:57,62,99
9999,10:59:31,1,68
9993,10:57:34,58,43
9992,10:34:29,2,53
9993,11:39:34,50,33
9999,10:48:14,17,13
9990,11:40:30,4,38
9994,11:46:42,33,92
9991,11:43:15,41,81
9995,11:59:36,72,5
9991,10:45:58,43,26
9991,11:34:32,24,15
9999,10:49:44,32,43
9995,11:33:24,32,77
9992,11:31:18,14,18
9998,10:39:42,39,71
9999,10:38:13,11,53
9996,10:56:33,38,62
9991,11:30:54,50,38
9996,11:53:11,34,20
9994,11:52:40,10,1
9998,10:42:37,33,94
9994,11:38:47,72,28
9997,11:48:11,100,12
9996,11:34:56,25,19
9999,10:52:33,34,75
9997,11:33:35,88,95
9994,10:47:17,79,79
9993,11:54:18,31,92
9990,11:39:41,97,6
9994,11:43:51,47,58
9993,11:49:37,64,28
9996,11:48:40,51,60
9992,11:59:40,4,45
9999,11:37:40,49,4
9996,11:34:22,60,67
9997,10:59:31,7,37
9993,10:43:26,22,1
9989,10:50:50,29,96
9994,10:44:44,71,79
9989,10:37:47,97,10
9997,10:33:29,32,96
9999,11:34:56,16,99
9989,11:48:43,14,96
9994,10:31:21,44,54
9992,11:34:21,99,88
9993,11:40:55,5,80
9989,11:59:29,98,78
9999,11:35:26,16,50
9994,10:30:13,68,68
9992,10:51:34,78,42
9992,10:55:45,63,44
9997,11:34:17,91,5
9994,10:56:59,49,3
9999,11:46:25,78,53
9999,11:41:19,73,77
9996,11:39:37,60,0
9993,11:48:33,93,20
9999,10:52:58,17,51
9994,10:47:21,49,60
9994,10:49:36,77,36
9998,11:40:36,46,12
9990,10:51:29,19,26
9989,11:35:50,76,66
9993,10:56:52,39,9
9997,11:34:26,10,91
9992,11:45:41,90,91
9990,10:58:29,27,73
9999,11:52:58,98,81
9991,10:35:52,12,12
9991,10:49:58,73,78
9996,10:38:32,77,17
9995,10:31:32,98,69
9999,11:56:10,48,50
9994,11:31:40,49,93
9992,11:41:56,95,33
9998,10:54:38,72,85
9996,11:49:10,1,44
9992,11:55:43,46,65
9996,10:52:21,6,51
9990,11:51:59,95,77
9995,11:46:43,44,70
9997,11:59:46,18,40
9996,11:41:37,84,81
9998,11:37:44,9,77
9999,10:34:22,71,8
9991,10:59:37,30,10
9996,11:51:34,82,23
9999,10:51:22,3,86
9989,10:51:45,16,86
9991,11:45:21,0,11
9998,10:32:42,76,7
9990,10:30:49,72,88
9989,11:51:23,60,4
9989,11:54:23,54,64
9997,11:42:14,48,67
9994,10:50:13,13,70
9996,10:52:59,36,42
9990,11:39:30,83,65
9991,10:30:15,96,43
9993,11:50:47,77,45
9989,11:57:40,71,91
9996,11:55:15,22,5
9996,11:40:17,23,60
9990,11:31:55,78,14
9992,11:51:22,1,98
9996,10:54:19,57,91
9994,10:37:15,19,80
9991,10:37:51,39,49
9992,11:45:23,10,41
9992,10:50:29,5,55
9994,11:34:10,71,56
9992,10:31:57,37,89
9989,11:33:49,42,37
9994,10:50:52,15,100
9995,10:57:20,6,38
9997,11:35:28,66,96
9991,10:31:56,30,81
9999,11:45:25,51,12
9996,11:35:59,66,12
9990,11:49:23,99,39
9989,11:57:53,94,82
9996,10:47:26,82,100
9994,10:51:11,15,14
9994,11:31:59,43,57
9990,10:58:49,61,91
9989,11:39:16,75,42
9989,10:30:39,55,97
9992,11:30:34,0,86
9996,10:45:43,57,98
9999,10:55:27,85,90
9993,11:34:45,38,13
9997,11:36:25,95,61
9990,10:42:50,59,32
9992,10:30:20,10,96
9992,10:47:16,95,0
9996,11:31:20,55,30
9993,11:46:32,29,88
9998,11:51:32,19,87
9998,10:44:39,5,15
9999,11:41:25,82,82
9991,10:35:26,67,96
9998,10:47:35,85,62
9989,11:35:38,34,12
9990,11:54:49,25,0
9999,10:55:14,9,45
9992,11:39:14,70,46
9992,10:50:57,60,45
9992,10:31:16,97,56
9989,10:53:31,47,7
9996,11:42:43,30,56
9999,10:53:33,21,71
9997,10:35:20,98,6
9993,11:53:48,39,18
9997,11:35:32,72,88
9998,10:49:28,87,50
9997,10:33:26,57,56
9998,10:33:26,45,25
9992,10:40:41,74,92
9989,10:54:29,64,71
9994,10:32:25,59,100
9989,10:38:14,78,56
9997,11:47:48,53,31
9990,11:57:55,82,76
9992,11:30:43,69,34
9993,11:51:44,40,56
9999,10:58:55,75,35
9992,11:51:22,43,50
9994,10:52:14,45,91
9997,10:58:39,56,30
9994,11:40:45,50,16
9991,11:38:32,51,41
9989,10:40:54,39,43
9996,11:31:12,45,68
9995,11:41:43,47,32
9994,11:31:45,40,0
9993,10:33:25,54,99
9996,11:30:40,100,35
9990,10:39:27,87,40
9991,11:36:30,64,11
9995,11:32:15,54,54
9991,11:52:34,15,14
9996,11:51:59,83,57
9994,10:59:18,93,100
9997,11:50:52,52,30
9996,10:55:45,57,100
9999,11:40:59,45,45
9990,11:46:40,57,94
9991,10:40:57,49,22
9989,10:57:33,58,37
9996,11:54:54,49,96
9990,10:30:27,96,83
9995,11:42:38,47,14
9992,11:49:10,96,32
9992,10:55:38,2,27
9999,11:51:17,93,91
9994,11:31:35,15,32
9999,11:34:54,49,84
9989,11:42:21,61,83
9999,10:40:46,77,74
9994,11:57:53,77,35
9990,10:31:58,73,35
9995,11:54:12,36,79
9999,10:53:48,21,42
9999,10:32:26,44,51
9993,11:44:42,76,52
9992,11:47:11,85,80
9991,10:38:19,60,82
9989,10:30:28,84,26
9999,10:58:27,63,86
9995,11:58:51,6,55
9992,10:38:58,62,86
9992,10:58:11,77,65
9996,11:35:16,1,99
9996,11:36:44,53,5
9995,11:53:10,7,72
9994,10:58:43,49,95
9996,10:48:45,3,43
9989,10:30:43,82,52
9992,10:35:42,58,97
9995,11:37:24,37,48
9993,11:49:10,56,82
9989,11:30:39,67,57
9990,11:48:34,47,93
9997,10:38:23,46,18
9991,10:46:16,14,58
9996,11:32:15,96,0
9995,10:37:54,18,86
9990,10:54:22,31,3
9994,11:40:17,14,80
9993,11:55:16,56,49
9996,10:43:51,34,68
9989,11:43:43,89,72
9993,11:54:25,40,52
9995,11:41:44,18,72
9991,10:47:19,46,93
9992,10:39:51,23,57
9989,10:52:13,0,62
9999,10:57:13,23,13
9993,10:46:11,49,59
9997,11:51:30,76,79
9999,11:54:55,24,73
9999,11:51:59,8,85
9997,11:41:25,39,33
9992,11:46:13,92,69
9999,11:46:22,42,95
9992,10:49:53,9,24
9992,11:56:35,58,33
9994,10:35:11,99,12
9997,11:45:41,73,92
9994,10:46:19,37,36
9995,11:38:45,61,45
9990,11:47:16,2,24
9993,10:42:12,75,40
9997,11:57:36,52,5
9998,10:33:22,25,29
9990,10:39:21,81,95
9993,11:34:49,68,0
9993,11:36:49,52,4
9992,10:46:47,59,42
9993,11:45:37,98,59
9991,11:34:28,52,53
9996,10:48:59,5,61
9993,11:30:21,31,88
9990,11:48:54,37,76
9999,10:58:56,46,39
9991,11:34:21,29,56
9997,11:59:46,49,48
9990,10:46:44,46,93
9999,10:34:21,11,8
9994,10:47:28,0,11
9997,10:59:13,91,27
9989,11:42:20,83,73
9989,11:37:46,13,61
9999,10:36:30,43,79
9995,10:45:35,61,4
9994,11:52:17,37,57
9998,10:32:55,55,23
9989,10:36:15,24,21
9996,10:37:44,18,80
9995,11:54:44,67,7
9993,10:50:51,80,40
9999,11:52:54,76,11
9991,11:31:26,2,89
9997,11:52:20,11,16
9997,10:42:23,15,44
9994,11:32:58,77,67
9996,11:52:44,4,73
9992,10:39:51,63,81
9991,10:46:18,1,61
9999,11:40:59,89,60
9995,11:36:18,68,60
9998,10:41:11,74,26
9996,10:43:44,57,84
9991,11:37:46,57,0
9993,10:44:46,63,12
9994,10:42:45,45,74
9993,10:49:38,28,52
9989,11:35:18,80,91
9998,11:36:36,1,5
9991,10:40:52,81,80
9992,10:52:25,22,92
9991,10:50:30,78,73
9998,11:35:44,80,53
9995,10:30:21,24,48
9992,10:36:21,42,41
9999,11:59:44,26,76
9992,10:38:33,19,28
9997,10:34:13,52,2
9993,11:43:28,0,35
9998,10:59:23,85,84
9992,10:50:35,95,31
9995,11:34:45,40,37
9996,10:34:23,48,89
9997,11:53:44,80,15
9995,10:48:56,34,82
9989,11:57:16,33,16
9999,11:58:28,23,99
9990,10:34:19,49,21
9994,10:34:56,17,47
9995,11:49:41,8,95
9992,10:53:59,10,72
9994,10:54:27,49,3
9998,11:30:48,67,13
9992,11:51:31,32,10
9999,10:44:52,55,21
9991,11:53:54,100,94
9991,10:39:52,41,1
9991,10:39:46,56,58
9998,10:48:34,20,35
9996,10:47:23,74,81
9998,10:45:38,5,20
9991,11:42:32,1,25
9991,11:33:36,17,68
9995,11:54:31,93,42
9992,11:39:52,30,15
9990,11:34:35,85,82
9991,10:56:12,39,79
9995,11:53:38,30,97
9990,11:44:11,57,72
9997,10:30:39,52,40
9996,10:35:35,68,75
9998,11:38:37,13,58
9991,10:46:30,90,6
9997,10:41:10,31,48
9996,10:57:10,70,21
9996,11:46:58,41,97
9991,11:51:13,72,32
9998,11:45:50,52,60
9997,11:58:20,38,77
9991,11:46:46,33,80
9997,11:34:16,2,71
9996,11:42:31,17,60
9989,11:44:25,78,15
9994,11:47:46,34,68
9992,10:32:30,16,33
9990,10:46:13,66,20
9998,11:41:38,58,42
9990,11:40:35,90,17
9995,10:43:51,99,30
9996,11:31:14,67,69
9990,11:40:22,51,100
9991,10:32:20,66,11
9997,10:38:58,42,2
9991,10:43:18,96,50
9989,10:31:24,5,74
9998,10:52:30,78,18
9991,11:51:57,97,65
9998,11:36:44,72,65
9994,10:59:46,85,98
9999,10:40:40,52,23
9999,10:35:24,82,87
9991,10:49:18,27,19
9989,11:36:32,30,10
9995,10:55:14,72,71
9995,10:55:43,49,33
9993,10:45:48,71,0
9991,11:49:21,81,21
9996,11:43:15,57,47
9999,10:51:13,12,61
9998,11:35:15,49,95
9992,11:52:14,17,86
9993,10:39:37,75,19
9994,11:34:15,77,23
9996,11:59:20,14,38
9991,11:47:49,14,72
9989,10:41:24,38,27
9998,11:33:49,68,84
9997,10:57:51,50,39
9994,11:48:40,45,46
9993,10:36:17,51,27
9996,11:56:24,21,30
9995,10:35:43,35,24
9990,11:33:14,83,90
9990,10:59:45,19,2
9996,11:58:18,78,77
9990,10:38:34,47,63
9997,11:55:27,29,50
9996,11:47:17,9,31
9999,10:31:31,48,96
9994,11:49:39,24,0
9997,10:57:37,78,14
9997,10:38:20,1,63
9996,11:39:25,86,70
9995,10:46:16,36,41
9999,10:36:45,13,93
9996,11:49:25,32,34
9991,10:37:47,61,2
9999,10:40:36,32,63
9990,11:38:42,22,77
9996,11:41:45,74,75
9993,10:30:26,1,100
9997,11:31:13,53,56
9990,11:49:53,68,25
9992,10:47:47,79,0
9997,10:38:45,52,56
9994,10:32:37,9,23
9998,11:45:29,49,77
9996,11:33:43,16,21
9995,11:58:55,15,88
9997,10:57:40,82,46
9990,11:31:55,72,20
9989,10:50:12,45,18
